,away_team,away_team_errors,away_team_hits,away_team_runs,date,hits_against,runs_against,away_team_win,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins
1021,Seattle Mariners,1,9,2,6/18/16,12,6,0,0,329,284,188,147,24,21
1022,Toronto Blue Jays,0,7,2,6/18/16,9,4,0,0,283,261,164,121,15,21
1023,San Francisco Giants,3,9,5,6/19/16,7,1,1,0,291,264,156,130,18,21
1024,Texas Rangers,1,10,5,6/19/16,10,4,1,0,305,272,152,134,17,20
1025,Washington Nationals,1,7,3,6/19/16,10,6,0,0,325,283,193,128,12,23
1026,Arizona Diamondbacks,1,10,5,6/19/16,3,1,1,0,308,273,140,127,26,18
1027,Los Angeles Angels of Anaheim,0,7,2,6/19/16,3,0,1,0,312,302,147,152,18,15
1028,Atlanta Braves,0,11,6,6/19/16,1,0,1,0,260,270,105,143,16,13
1029,New York Yankees,0,7,4,6/19/16,11,7,0,0,298,307,134,161,25,16
1030,Colorado Rockies,1,2,0,6/19/16,8,3,0,0,304,287,156,140,14,17
1031,Milwaukee Brewers,1,6,1,6/19/16,8,2,0,0,263,311,126,173,29,12
1032,Detroit Tigers,1,5,1,6/19/16,7,2,0,0,356,360,171,194,20,17
1033,Cincinnati Reds,0,5,0,6/19/16,8,6,0,0,271,320,140,210,28,10
1034,Chicago White Sox,0,6,2,6/19/16,12,3,0,0,296,304,146,149,16,16
1035,Pittsburgh Pirates,0,13,5,6/19/16,14,10,0,0,311,324,159,173,14,15
1036,Seattle Mariners,0,8,1,6/19/16,11,2,0,0,338,296,190,153,25,21
1037,Toronto Blue Jays,0,7,6,6/19/16,19,11,0,0,290,270,166,125,15,21
1038,Baltimore Orioles,0,15,3,6/20/16,9,4,0,0,274,266,140,143,20,14
1039,San Francisco Giants,0,6,0,6/20/16,5,1,0,0,300,271,161,131,21,22
1040,Arizona Diamondbacks,1,7,3,6/20/16,6,1,1,0,318,276,145,128,27,19
1041,Colorado Rockies,1,12,5,6/20/16,7,3,1,0,306,295,156,143,15,17
1042,Washington Nationals,0,7,1,6/20/16,7,4,0,0,332,293,196,134,13,23
1043,Los Angeles Angels of Anaheim,2,9,7,6/20/16,15,10,0,0,319,305,149,152,18,16
1044,Seattle Mariners,0,19,7,6/20/16,14,8,0,0,346,307,191,155,25,21
1045,Tampa Bay Rays,0,5,4,6/20/16,11,7,0,0,290,298,158,145,21,16
1046,St. Louis Cardinals,0,8,3,6/20/16,9,2,1,0,314,264,199,135,30,20
1047,Chicago White Sox,1,7,3,6/20/16,5,1,1,0,302,316,148,152,16,16
1048,Arizona Diamondbacks,0,3,4,6/21/16,9,2,1,0,325,282,148,129,28,20
1049,Cincinnati Reds,0,11,8,6/21/16,6,2,1,0,276,328,140,216,28,10
1050,San Francisco Giants,1,22,15,6/21/16,9,4,1,0,306,276,161,132,21,22
1051,Milwaukee Brewers,1,10,3,6/21/16,13,5,0,0,269,319,127,175,30,12
1052,Kansas City Royals,0,7,1,6/21/16,6,2,0,0,328,288,117,160,19,13
1053,Colorado Rockies,2,15,8,6/21/16,10,4,1,0,318,302,161,146,16,18
1054,Philadelphia Phillies,1,14,10,6/21/16,14,14,0,0,260,279,119,154,19,14
1055,Atlanta Braves,0,5,3,6/21/16,8,2,1,0,271,271,111,143,16,14
1056,Washington Nationals,0,11,2,6/21/16,7,3,0,0,339,300,197,138,13,23
1057,Los Angeles Angels of Anaheim,0,5,2,6/21/16,5,3,0,0,328,320,156,162,20,16
1058,Seattle Mariners,1,8,2,6/21/16,11,4,0,0,365,321,198,163,25,21
1059,Tampa Bay Rays,2,3,0,6/21/16,10,6,0,0,295,309,162,152,21,16
1060,St. Louis Cardinals,0,6,4,6/21/16,7,3,1,0,322,273,202,137,30,21
1061,Chicago White Sox,0,6,3,6/21/16,6,1,1,0,309,321,151,153,17,17
1062,San Diego Padres,1,15,10,6/21/16,10,7,1,0,256,248,131,139,25,11
1063,Colorado Rockies,1,9,8,6/22/16,10,9,0,0,333,312,169,150,18,19
1064,Philadelphia Phillies,1,9,5,6/22/16,13,6,0,0,274,293,129,168,20,14
1065,Atlanta Braves,0,6,0,6/22/16,9,3,0,0,276,279,114,145,16,15
1066,Washington Nationals,1,11,3,6/22/16,9,4,0,0,350,307,199,141,13,23
1067,Los Angeles Angels of Anaheim,0,10,2,6/22/16,8,3,0,0,333,325,158,165,20,16
1068,Seattle Mariners,0,3,1,6/22/16,12,5,0,0,373,332,200,167,26,21
1069,Tampa Bay Rays,0,3,1,6/22/16,9,6,0,0,298,319,162,158,23,16
1070,St. Louis Cardinals,0,9,7,6/22/16,3,2,1,0,328,280,206,140,30,22
1071,Chicago White Sox,0,10,8,6/22/16,13,6,1,0,315,327,154,154,17,18
1072,San Diego Padres,1,5,2,6/22/16,11,7,0,0,271,258,141,146,26,12
1073,Arizona Diamondbacks,0,8,2,6/22/16,5,5,0,0,328,291,152,131,28,21
1074,Cincinnati Reds,1,8,4,6/22/16,5,6,0,0,287,334,148,218,28,11
1075,San Francisco Giants,1,12,7,6/22/16,10,6,1,0,328,285,176,136,22,23
1076,Milwaukee Brewers,0,13,4,6/22/16,5,2,1,0,279,332,130,180,31,12
1077,Kansas City Royals,0,9,3,6/22/16,6,4,0,0,335,294,118,162,19,13
1078,San Francisco Giants,1,9,5,6/23/16,5,3,1,0,340,295,183,142,23,24
1079,Philadelphia Phillies,1,15,7,6/23/16,8,3,1,0,283,306,134,174,21,14
1080,Chicago Cubs,0,7,2,6/23/16,7,4,0,0,326,229,199,101,21,22
1081,Seattle Mariners,1,8,4,6/23/16,8,5,0,0,376,344,201,172,26,21
1082,Arizona Diamondbacks,1,15,7,6/23/16,13,6,1,0,336,296,154,136,28,21
1083,San Diego Padres,2,8,7,6/23/16,7,4,1,0,276,269,143,153,27,12
1084,Chicago White Sox,2,15,7,6/23/16,12,8,0,0,325,340,162,160,17,19
1085,New York Mets,0,7,3,6/23/16,12,4,0,0,297,298,138,114,19,19
1086,Oakland Athletics,0,10,5,6/23/16,10,4,1,0,301,306,130,186,20,13
1087,Boston Red Sox,0,9,8,6/24/16,16,7,1,0,320,238,170,142,15,17
1088,Philadelphia Phillies,2,10,4,6/24/16,9,5,0,0,298,314,141,177,22,15
1089,St. Louis Cardinals,0,4,3,6/24/16,6,4,0,0,337,283,213,142,30,23
1090,Los Angeles Dodgers,0,13,6,6/24/16,12,8,0,0,312,259,166,146,23,18
1091,Minnesota Twins,3,7,3,6/24/16,8,5,0,0,261,309,125,176,16,8
1092,Washington Nationals,0,9,3,6/24/16,5,5,0,0,361,316,202,145,14,23
1093,Chicago Cubs,2,8,5,6/24/16,2,4,1,0,333,236,201,105,21,22
1094,Houston Astros,1,14,13,6/24/16,10,4,1,0,295,330,148,181,19,15
1095,Cleveland Indians,2,12,7,6/24/16,9,5,1,0,278,276,144,133,22,18
1096,Arizona Diamondbacks,4,16,10,6/24/16,14,9,1,0,351,309,161,142,29,22
1097,San Diego Padres,1,15,13,6/24/16,5,4,1,0,284,276,150,157,29,13
1098,Toronto Blue Jays,0,8,2,6/24/16,11,3,0,0,297,289,172,136,15,21
1099,Tampa Bay Rays,1,9,3,6/24/16,8,6,0,0,301,328,163,164,23,16
1100,New York Mets,0,8,8,6/24/16,11,6,1,0,304,310,141,118,19,19
1101,Oakland Athletics,3,14,7,6/24/16,11,4,1,0,311,316,135,190,20,14
1102,Tampa Bay Rays,1,14,6,6/25/16,14,8,0,0,310,336,166,170,24,16
1103,Boston Red Sox,2,7,3,6/25/16,11,10,0,0,329,254,178,149,15,18
1104,Philadelphia Phillies,1,6,3,6/25/16,6,2,1,0,308,323,145,182,24,15
1105,St. Louis Cardinals,1,8,4,6/25/16,10,5,0,0,341,289,216,146,30,23
1106,Los Angeles Dodgers,1,8,1,6/25/16,5,6,0,0,325,271,172,154,23,18
1107,Minnesota Twins,2,3,1,6/25/16,10,2,0,0,268,317,128,181,19,8
1108,Washington Nationals,0,10,5,6/25/16,10,6,0,0,370,321,205,150,14,23
1109,Chicago Cubs,2,8,6,6/25/16,10,9,0,0,341,238,206,109,23,23
1110,Houston Astros,1,16,13,6/25/16,15,5,1,0,309,340,161,185,20,16
1111,Cleveland Indians,0,8,6,6/25/16,4,0,1,0,290,285,151,138,24,19
1112,Arizona Diamondbacks,1,10,6,6/25/16,15,11,0,0,367,323,171,151,33,23
1113,San Diego Padres,0,5,3,6/25/16,4,0,1,0,299,281,163,161,30,14
1114,Toronto Blue Jays,1,13,10,6/25/16,12,8,1,0,305,300,174,139,15,21
1115,Tampa Bay Rays,0,4,0,6/25/16,11,5,0,0,324,350,172,178,25,16
1116,New York Mets,0,8,1,6/25/16,9,0,1,0,312,321,149,124,19,20
1117,Oakland Athletics,0,12,7,6/25/16,13,3,1,0,325,327,142,194,23,15
1118,Boston Red Sox,1,8,2,6/26/16,10,6,0,0,336,265,181,159,17,18
1119,Philadelphia Phillies,1,12,7,6/26/16,16,8,0,0,314,329,148,184,25,16
1120,St. Louis Cardinals,0,17,11,6/26/16,12,6,1,0,349,299,220,151,31,23
1121,Los Angeles Dodgers,0,4,3,6/26/16,9,4,0,0,333,276,173,160,24,18
1122,Minnesota Twins,0,8,7,6/26/16,2,1,1,0,271,327,129,183,21,8
1123,Washington Nationals,0,4,3,6/26/16,11,2,1,0,380,331,210,156,14,23
1124,Chicago Cubs,1,5,1,6/26/16,9,6,0,0,349,248,212,118,25,23
1125,Houston Astros,0,4,1,6/26/16,13,6,0,0,325,355,174,190,21,17
1126,Cleveland Indians,0,13,9,6/26/16,6,3,1,0,298,289,157,138,24,20
1127,Arizona Diamondbacks,1,15,7,6/26/16,11,9,0,0,377,338,177,162,34,23
1128,San Diego Padres,0,5,0,6/26/16,9,3,0,0,304,285,166,161,30,15
1129,Toronto Blue Jays,1,5,2,6/26/16,8,5,0,0,318,312,184,147,16,22
1130,Tampa Bay Rays,0,12,5,6/26/16,17,12,0,0,328,361,172,183,25,16
1131,New York Mets,1,7,2,6/26/16,10,5,0,0,320,330,150,124,19,21
1132,Oakland Athletics,0,9,6,6/26/16,13,7,0,0,337,340,149,197,23,16
1133,New York Mets,0,14,4,6/27/16,17,11,0,0,327,340,152,129,20,21
1134,Boston Red Sox,2,12,7,6/27/16,18,13,0,0,344,275,183,165,18,18
1135,Oakland Athletics,0,12,8,6/27/16,7,3,1,0,346,353,155,204,23,16
1136,Los Angeles Dodgers,0,7,5,6/27/16,5,4,1,0,337,285,176,164,24,18
1137,Texas Rangers,0,9,9,6/27/16,16,6,1,0,315,282,157,138,18,21
1138,St. Louis Cardinals,1,6,2,6/27/16,12,6,0,0,366,311,231,157,31,24
1139,Toronto Blue Jays,0,6,5,6/27/16,10,9,0,0,323,320,186,152,17,22
1140,Chicago Cubs,1,17,11,6/27/16,8,8,1,0,354,257,213,124,26,23
1141,Cleveland Indians,0,14,8,6/27/16,8,3,1,0,311,295,166,141,24,21
1142,Philadelphia Phillies,1,16,8,6/27/16,7,0,1,0,326,345,155,192,26,16
1143,Houston Astros,0,11,4,6/27/16,9,2,1,0,329,368,175,196,21,17
1144,New York Mets,0,5,0,6/28/16,7,5,0,0,341,357,156,140,20,21
1145,Boston Red Sox,0,11,8,6/28/16,6,2,1,0,356,293,190,178,20,18
1146,Oakland Athletics,0,12,13,6/28/16,18,11,1,0,358,360,163,207,23,17
1147,Pittsburgh Pirates,1,7,2,6/28/16,12,5,0,0,324,338,164,183,14,15
1148,Baltimore Orioles,1,17,11,6/28/16,8,7,1,0,289,275,143,147,20,14
1149,Texas Rangers,0,11,7,6/28/16,8,1,1,0,324,298,166,144,18,22
1150,Los Angeles Dodgers,1,12,6,6/28/16,4,5,1,0,344,290,181,168,24,19
1151,St. Louis Cardinals,1,9,8,6/28/16,11,4,1,0,372,323,233,163,32,24
1152,Miami Marlins,0,16,5,6/28/16,9,7,0,0,367,308,165,149,22,20
1153,Toronto Blue Jays,1,18,14,6/28/16,14,9,1,0,329,330,191,161,17,22
1154,Chicago Cubs,1,9,7,6/28/16,8,2,1,0,371,265,224,132,27,24
1155,Minnesota Twins,1,7,4,6/28/16,6,0,1,0,279,329,136,184,21,9
1156,Cleveland Indians,0,9,5,6/28/16,5,3,1,0,325,303,174,144,24,22
1157,Philadelphia Phillies,0,11,4,6/28/16,10,3,1,0,342,352,163,192,27,17
1158,Houston Astros,1,12,7,6/28/16,8,1,1,0,340,377,179,198,21,18
1159,Kansas City Royals,0,14,3,6/29/16,10,2,1,0,344,300,121,166,19,13
1160,Pittsburgh Pirates,0,11,8,6/29/16,6,1,1,0,331,350,166,188,15,15
1161,Baltimore Orioles,0,12,12,6/29/16,8,6,1,0,306,283,154,154,21,15
1162,San Francisco Giants,2,8,1,6/29/16,7,7,0,0,349,300,188,145,24,25
1163,Texas Rangers,1,9,7,6/29/16,10,9,0,0,335,306,173,145,18,23
1164,Los Angeles Dodgers,1,2,0,6/29/16,12,7,0,0,356,294,187,173,25,20
1165,Miami Marlins,0,14,3,6/29/16,15,10,0,0,383,317,170,156,22,20
1166,Toronto Blue Jays,0,11,5,6/29/16,9,3,1,0,347,344,205,170,18,23
1167,Chicago Cubs,0,12,9,6/29/16,9,2,1,0,380,273,231,134,28,25
1168,Minnesota Twins,1,11,6,6/29/16,13,9,0,0,286,335,140,184,22,10
1169,Cleveland Indians,0,8,3,6/29/16,7,0,1,0,334,308,179,147,24,23
1170,Philadelphia Phillies,2,17,9,6/29/16,15,8,1,0,353,362,167,195,27,18
1171,New York Mets,1,6,2,6/29/16,5,4,0,0,346,364,156,145,20,21
1172,Boston Red Sox,0,5,0,6/29/16,9,4,0,0,367,299,198,180,20,19
1173,Houston Astros,1,12,10,6/29/16,11,4,1,0,352,385,186,199,22,19
1174,Cincinnati Reds,0,9,4,6/30/16,11,13,0,0,295,339,152,224,29,11
1175,Cleveland Indians,0,10,4,6/30/16,3,1,1,0,342,315,182,147,24,24
1176,Detroit Tigers,1,11,10,6/30/16,14,7,1,0,361,367,172,196,21,17
1177,Kansas City Royals,0,7,4,6/30/16,3,2,1,0,358,310,124,168,19,14
1178,Baltimore Orioles,1,8,3,6/30/16,9,5,0,0,318,291,166,160,21,16
1179,San Francisco Giants,1,14,12,6/30/16,10,6,1,0,357,307,189,152,26,25
1180,Chicago Cubs,1,9,3,6/30/16,6,4,0,0,392,282,240,136,28,26
1181,Texas Rangers,0,4,1,6/30/16,5,2,0,0,344,316,180,154,19,23
1182,Los Angeles Dodgers,2,14,8,6/30/16,4,1,1,0,358,306,187,180,26,20
1183,Minnesota Twins,1,8,5,6/30/16,12,6,0,0,297,348,146,193,23,10
1184,Miami Marlins,1,7,5,6/30/16,14,8,0,0,397,332,173,166,22,20
1185,Cincinnati Reds,0,11,2,7/1/16,10,3,0,0,304,350,156,237,29,11
1186,Cleveland Indians,0,15,2,7/1/16,11,1,1,0,352,318,186,148,24,25
1187,Detroit Tigers,0,14,10,7/1/16,4,2,1,0,372,381,182,203,22,18
1188,Milwaukee Brewers,2,4,1,7/1/16,11,7,0,0,292,337,134,182,31,13
1189,Baltimore Orioles,0,5,2,7/1/16,10,5,0,0,326,300,169,165,22,16
1190,New York Yankees,1,7,6,7/1/16,8,7,0,0,305,318,138,168,25,16
1191,Kansas City Royals,2,8,3,7/1/16,12,4,0,0,365,313,128,170,19,15
1192,Pittsburgh Pirates,1,8,7,7/1/16,4,3,1,0,342,356,174,189,15,16
1193,Chicago Cubs,0,6,2,7/1/16,12,10,0,0,401,288,243,140,29,26
1194,Texas Rangers,0,8,3,7/1/16,7,2,1,0,348,321,181,156,19,23
1195,Colorado Rockies,0,3,0,7/1/16,9,5,0,0,342,322,177,159,19,19
1196,Chicago White Sox,1,5,0,7/1/16,6,5,0,0,340,352,169,168,19,19
1197,Los Angeles Angels of Anaheim,0,12,4,7/1/16,16,5,0,0,343,333,160,168,20,16
1198,Miami Marlins,1,17,7,7/1/16,11,5,1,0,404,346,178,174,23,20
1199,San Francisco Giants,1,10,6,7/1/16,9,4,1,0,371,317,201,158,27,26
1200,Colorado Rockies,1,5,1,7/2/16,10,6,0,0,345,331,177,164,19,19
1201,Cincinnati Reds,1,14,9,7/2/16,3,4,1,0,315,360,158,240,29,11
1202,Cleveland Indians,1,10,6,7/2/16,12,9,0,0,367,329,188,149,24,26
1203,Detroit Tigers,1,5,3,7/2/16,5,2,1,0,386,385,192,205,22,19
1204,Milwaukee Brewers,0,7,0,7/2/16,8,3,0,0,296,348,135,189,33,13
1205,Baltimore Orioles,0,12,6,7/2/16,16,12,0,0,331,310,171,170,22,16
1206,New York Yankees,0,6,1,7/2/16,7,2,0,0,312,326,144,175,26,16
1207,Kansas City Royals,0,10,6,7/2/16,7,2,1,0,373,325,131,174,21,15
1208,Pittsburgh Pirates,0,9,4,7/2/16,11,2,1,0,350,360,181,192,16,17
1209,Chicago Cubs,0,6,3,7/2/16,8,4,0,0,407,300,245,150,29,26
1210,Texas Rangers,1,10,5,7/2/16,13,17,0,0,356,328,184,158,19,24
1211,Chicago White Sox,1,13,7,7/2/16,7,6,1,0,345,358,169,173,20,19
1212,Los Angeles Angels of Anaheim,1,22,21,7/2/16,8,2,1,0,355,349,164,173,20,16
1213,Miami Marlins,1,7,1,7/2/16,9,9,0,0,421,357,185,179,24,21
1214,San Francisco Giants,0,7,5,7/2/16,9,6,0,0,381,326,207,162,28,27
1215,Cincinnati Reds,0,3,1,7/3/16,15,12,0,0,329,363,167,244,30,12
1216,Cleveland Indians,2,5,1,7/3/16,18,17,0,0,377,341,194,158,25,26
1217,Detroit Tigers,0,8,5,7/3/16,6,1,1,0,391,390,195,207,23,20
1218,Milwaukee Brewers,1,16,8,7/3/16,11,9,0,0,303,356,135,192,33,13
1219,Baltimore Orioles,1,12,4,7/3/16,10,9,0,0,343,326,177,182,22,16
1220,New York Yankees,0,10,6,7/3/16,8,3,1,0,318,333,145,177,26,16
1221,Kansas City Royals,0,7,2,7/3/16,11,7,0,0,383,332,137,176,21,16
1222,Pittsburgh Pirates,0,11,6,7/3/16,10,3,1,0,359,371,185,194,16,18
1223,Chicago Cubs,0,11,3,7/3/16,22,14,0,0,413,308,248,154,29,26
1224,Texas Rangers,1,8,4,7/3/16,11,5,0,0,366,341,189,175,20,24
1225,Colorado Rockies,0,4,1,7/3/16,7,4,0,0,350,341,178,170,20,19
1226,Chicago White Sox,0,9,4,7/3/16,3,1,1,0,358,365,176,179,21,20
1227,Los Angeles Angels of Anaheim,1,10,5,7/3/16,16,10,0,0,377,357,185,175,21,17
1228,Miami Marlins,1,13,5,7/3/16,5,2,1,0,428,366,186,188,25,21
1229,San Francisco Giants,1,9,5,7/3/16,9,4,1,0,388,335,212,168,28,27
1230,Milwaukee Brewers,1,5,1,7/4/16,2,0,1,0,319,367,143,201,34,13
1231,Kansas City Royals,0,4,2,7/4/16,6,6,0,0,390,343,139,183,21,16
1232,Los Angeles Angels of Anaheim,0,8,2,7/4/16,7,4,0,0,387,373,190,185,22,17
1233,Pittsburgh Pirates,0,11,4,7/4/16,10,2,1,0,370,381,191,197,16,19
1234,Colorado Rockies,1,6,1,7/4/16,5,3,0,0,354,348,179,174,20,19
1235,Atlanta Braves,1,6,2,7/4/16,12,8,0,0,282,288,114,148,16,15
1236,Miami Marlins,0,17,6,7/4/16,13,8,0,0,441,371,191,190,26,22
1237,Oakland Athletics,0,7,3,7/4/16,4,1,1,0,370,378,176,218,23,18
1238,Baltimore Orioles,0,8,5,7/4/16,9,7,0,0,355,336,181,191,23,16
1239,Seattle Mariners,0,5,1,7/4/16,8,2,0,0,384,352,205,177,27,21
1240,Detroit Tigers,0,9,3,7/4/16,8,5,0,0,399,396,200,208,23,21
1241,Cincinnati Reds,2,9,4,7/4/16,12,10,0,0,332,378,168,256,30,12
1242,New York Yankees,3,8,2,7/4/16,13,8,0,0,328,341,151,180,26,17
1243,Texas Rangers,0,16,5,7/4/16,21,12,0,0,374,352,193,180,21,24
1244,San Diego Padres,1,9,8,7/4/16,11,4,1,0,309,294,166,164,30,15
1245,Milwaukee Brewers,0,10,5,7/5/16,12,2,1,0,324,369,144,201,35,14
1246,Kansas City Royals,1,7,3,7/5/16,13,8,0,0,394,349,141,189,21,16
1247,Los Angeles Angels of Anaheim,2,16,13,7/5/16,14,5,1,0,395,380,192,189,22,17
1248,Pittsburgh Pirates,1,11,5,7/5/16,6,2,1,0,381,391,195,199,16,20
1249,Colorado Rockies,1,13,7,7/5/16,6,3,1,0,360,353,180,177,21,19
1250,Atlanta Braves,1,6,1,7/5/16,8,5,0,0,288,300,116,156,17,15
1251,Miami Marlins,0,9,5,7/5/16,4,2,1,0,458,384,197,198,26,22
1252,Oakland Athletics,0,8,4,7/5/16,12,11,0,0,377,382,179,219,23,19
1253,Baltimore Orioles,0,9,4,7/5/16,6,1,1,0,363,345,186,198,23,16
1254,Seattle Mariners,1,7,2,7/5/16,7,5,0,0,389,360,206,179,27,21
1255,Detroit Tigers,0,4,1,7/5/16,13,12,0,0,408,404,203,213,23,21
1256,Cincinnati Reds,0,10,9,7/5/16,7,5,1,0,341,390,172,266,32,12
1257,New York Yankees,0,20,9,7/5/16,6,0,1,0,336,354,153,188,29,17
1258,Texas Rangers,0,11,7,7/5/16,11,2,1,0,390,373,198,192,21,24
1259,San Diego Padres,0,12,5,7/5/16,10,7,0,0,318,305,174,168,31,16
1260,Oakland Athletics,0,2,0,7/6/16,10,4,0,0,385,394,183,230,23,19
1261,Baltimore Orioles,0,13,6,7/6/16,16,4,1,0,372,351,190,199,23,17
1262,Seattle Mariners,3,10,8,7/6/16,12,9,0,0,396,367,208,184,28,21
1263,Detroit Tigers,1,12,12,7/6/16,7,2,1,0,412,417,204,225,23,21
1264,Cincinnati Reds,0,8,5,7/6/16,8,3,1,0,351,397,181,271,32,13
1265,New York Yankees,0,8,0,7/6/16,5,5,0,0,356,360,162,188,29,18
1266,Texas Rangers,3,10,6,7/6/16,10,11,0,0,401,384,205,194,21,25
1267,San Diego Padres,0,14,13,7/6/16,12,6,1,0,330,315,179,175,31,16
1268,Milwaukee Brewers,0,8,4,7/6/16,10,7,0,0,334,381,149,203,35,15
1269,Kansas City Royals,0,4,2,7/6/16,8,4,0,0,401,362,144,197,22,16
1270,Los Angeles Angels of Anaheim,0,9,7,7/6/16,9,2,1,0,411,394,205,194,24,18
1271,Pittsburgh Pirates,0,9,7,7/6/16,12,5,1,0,392,397,200,201,17,21
1272,Colorado Rockies,0,5,1,7/6/16,9,5,0,0,373,359,187,180,22,20
1273,Atlanta Braves,0,7,3,7/6/16,9,4,0,0,294,308,117,161,18,15
1274,Miami Marlins,1,7,2,7/6/16,6,4,0,0,467,388,202,200,26,23
1275,Detroit Tigers,1,8,4,7/7/16,12,5,0,0,424,424,216,227,24,22
1276,Minnesota Twins,0,18,10,7/7/16,4,1,1,0,305,360,151,199,24,10
1277,Los Angeles Angels of Anaheim,0,8,5,7/7/16,5,1,1,0,420,403,212,196,24,19
1278,Pittsburgh Pirates,0,6,1,7/7/16,6,5,0,0,401,409,207,206,17,22
1279,Washington Nationals,0,12,7,7/7/16,15,9,0,0,384,342,213,158,14,24
1280,San Diego Padres,0,10,6,7/7/16,2,0,1,0,344,327,192,181,31,17
1281,Seattle Mariners,0,9,3,7/7/16,9,4,0,0,406,379,216,193,31,21
1282,Oakland Athletics,0,4,3,7/7/16,3,1,1,0,387,404,183,234,23,19
1283,Philadelphia Phillies,0,9,2,7/7/16,14,11,0,0,370,377,176,203,29,19
1284,New York Yankees,0,11,5,7/7/16,7,4,1,0,364,365,162,193,29,18
1285,Atlanta Braves,0,6,4,7/7/16,8,3,1,0,301,317,120,165,18,15
1286,Detroit Tigers,0,7,0,7/8/16,13,6,0,0,432,436,220,232,25,22
1287,Minnesota Twins,1,7,5,7/8/16,10,6,0,0,323,364,161,200,24,11
1288,Arizona Diamondbacks,1,7,2,7/8/16,8,6,0,0,392,349,184,171,35,23
1289,Chicago Cubs,2,6,4,7/8/16,10,8,0,0,424,330,251,168,29,26
1290,Washington Nationals,0,4,3,7/8/16,4,1,1,0,396,357,220,167,14,24
1291,St. Louis Cardinals,1,8,3,7/8/16,6,4,0,0,381,334,241,167,33,25
1292,Cincinnati Reds,0,6,1,7/8/16,7,3,0,0,359,405,186,274,32,14
1293,San Diego Padres,2,14,6,7/8/16,14,10,0,0,354,329,198,181,31,18
1294,Seattle Mariners,0,7,3,7/8/16,6,2,1,0,415,388,219,197,31,21
1295,Oakland Athletics,0,14,9,7/8/16,12,10,0,0,391,407,186,235,23,20
1296,Philadelphia Phillies,0,7,5,7/8/16,12,3,1,0,379,391,178,214,29,19
1297,New York Yankees,0,7,2,7/8/16,9,10,0,0,375,372,167,197,29,19
1298,Atlanta Braves,2,15,11,7/8/16,13,8,1,0,307,325,124,168,18,16
1299,Tampa Bay Rays,0,10,5,7/8/16,11,6,0,0,340,378,177,195,25,16
1300,Los Angeles Angels of Anaheim,2,10,9,7/8/16,9,5,1,0,428,408,217,197,24,20
1301,Los Angeles Angels of Anaheim,0,8,2,7/9/16,10,3,0,0,438,417,226,202,26,21
1302,Detroit Tigers,2,7,3,7/9/16,6,2,1,0,439,449,220,238,25,22
1303,Minnesota Twins,1,12,8,7/9/16,13,6,1,0,330,374,166,206,25,11
1304,Arizona Diamondbacks,0,8,2,7/9/16,8,4,0,0,399,357,186,177,36,23
1305,Chicago Cubs,1,14,6,7/9/16,9,12,0,0,430,340,255,176,31,26
1306,Washington Nationals,1,7,6,7/9/16,4,1,1,0,400,361,223,168,14,25
1307,St. Louis Cardinals,0,10,8,7/9/16,4,1,1,0,389,340,244,171,34,25
1308,Cincinnati Reds,0,8,2,7/9/16,8,4,0,0,365,412,187,277,32,14
1309,San Diego Padres,2,3,3,7/9/16,9,4,0,0,368,343,204,191,33,18
1310,Seattle Mariners,0,8,3,7/9/16,12,5,0,0,422,394,222,199,31,22
1311,Oakland Athletics,0,10,3,7/9/16,6,2,1,0,405,419,195,245,23,20
1312,Philadelphia Phillies,0,13,3,7/9/16,10,8,0,0,386,403,183,217,29,20
1313,New York Yankees,0,14,7,7/9/16,11,6,1,0,382,381,169,207,29,19
1314,Atlanta Braves,2,8,4,7/9/16,11,5,0,0,322,338,135,176,20,17
1315,Tampa Bay Rays,1,7,1,7/9/16,8,4,0,0,350,389,182,201,25,16
1316,Detroit Tigers,0,6,1,7/10/16,14,6,0,0,446,455,223,240,27,23
1317,Minnesota Twins,1,18,15,7/10/16,9,5,1,0,342,387,174,212,26,12
1318,Arizona Diamondbacks,0,1,0,7/10/16,11,4,0,0,407,365,188,181,36,23
1319,Chicago Cubs,2,15,6,7/10/16,7,5,1,0,444,349,261,188,32,26
1320,Washington Nationals,0,6,3,7/10/16,5,2,1,0,407,365,229,169,15,26
1321,St. Louis Cardinals,0,12,5,7/10/16,6,1,1,0,399,344,252,172,34,26
1322,Cincinnati Reds,1,9,3,7/10/16,10,7,0,0,373,420,189,281,32,14
1323,San Diego Padres,0,3,1,7/10/16,10,3,0,0,371,352,207,195,35,18
1324,Seattle Mariners,0,14,8,7/10/16,10,5,1,0,430,406,225,204,31,22
1325,Oakland Athletics,3,4,1,7/10/16,8,2,0,0,415,425,198,247,23,21
1326,Philadelphia Phillies,1,13,10,7/10/16,10,3,1,0,399,413,186,225,29,20
1327,New York Yankees,1,13,11,7/10/16,11,7,1,0,396,392,176,213,29,20
1328,Atlanta Braves,0,6,2,7/10/16,6,0,1,0,330,349,139,181,22,17
1329,Tampa Bay Rays,0,4,0,7/10/16,8,4,0,0,357,397,183,205,26,16
1330,Los Angeles Angels of Anaheim,1,5,2,7/10/16,12,4,0,0,446,427,228,205,26,21
1331,Pittsburgh Pirates,1,4,1,7/15/16,7,5,0,0,407,415,208,211,17,22
